"email","password_hash","role","full_name","gender","student_code"
"visal.sokha.12e@school.edu","$2a$10$wanQZkUN6Z.WPxw09XVanO0rVlzZyvb0BV8IgDCTji2os4xVapR2u","student","Visal Sokha","male","CMS100893"
"malis.sokha.12f@school.edu","$2a$10$c/n.lDu4iDgkO/QzTejkJu02v0pbSP8aN7F6bbybMfvXTnFmUn4xu","student","Malis Sokha","female","CMS100894"
"rattanak.sokha.12a@school.edu","$2a$10$BmTeM2C5gygROA5AorL7g.pRi3PJqVgB4XwC2fMCbdVMBTaKswlLm","student","Rattanak Sokha","male","CMS100895"
"sothea.sokha.12b@school.edu","$2a$10$VtkPpTStRsGfEAsANovWtuaR2GQnw6hzCJ3aZ5P7sGII9A/JsMXWy","student","Sothea Sokha","female","CMS100896"
"sok.mony.12c@school.edu","$2a$10$Wq97Yy5gs3I8BqYGNpyU/edbQp0VAbLOShTRTMELDS5TNmVvk6M56","student","Sok Mony","male","CMS100897"
"chan.mony.12d@school.edu","$2a$10$jncMv5WvEYqzrGRN2FUgkuPbzJ1H.fO.HSSo6M7X8yyGNLLUJaoXG","student","Chan Mony","female","CMS100898"
"lim.mony.12e@school.edu","$2a$10$eFwQsSkvUF49XDnL37KBOuXg7V4RDjL7CWJtYyeXddtaeXCm9Q596","student","Lim Mony","male","CMS100899"
"keo.mony.12f@school.edu","$2a$10$k/syiLPyTDsQnqy4LKDISuT2pw9/nEBNLK28kFMnitbF5KpVnVX/.","student","Keo Mony","female","CMS100900"
"phan.mony.12a@school.edu","$2a$10$xVEX60MeJALsekmkoFyVteczFiL6iWi2IkXriLcRI8bnhLqUWwzB6","student","Phan Mony","male","CMS100901"
"meas.mony.12b@school.edu","$2a$10$vRMzSiUo8XpVr64cVDPpa.fNXtWMI2lVmH2yIi1D0sulAwyeuZ8Tq","student","Meas Mony","female","CMS100902"
"ouk.mony.12c@school.edu","$2a$10$bDwfLoVKStS8Zo6nwRkTHOGuQ6IbXi9ybtcWP4og23SWqs3sRMZ0m","student","Ouk Mony","male","CMS100903"
"chhim.mony.12d@school.edu","$2a$10$Jv4/ZeLE264SDvKd.MfJge9FVGbP4ktKJVpmw.OmvXTU5fIjhJMfm","student","Chhim Mony","female","CMS100904"
"yin.mony.12e@school.edu","$2a$10$rwbS4rt56s06zHQGRsaLPeNdorNmcjlUpAtGqs5dNN4q/JVb48Knm","student","Yin Mony","male","CMS100905"
"touch.mony.12f@school.edu","$2a$10$L/QRc1BzD/QWWL.DMY3uKO.Um5/cANhMiI9XlA25Xnz5cUH3pheNK","student","Touch Mony","female","CMS100906"
"ngov.mony.12a@school.edu","$2a$10$YG5c89B6C5xAR5kdEAsFougmOQNYNvFfT.1SzTHdNFvMVzl.NuDDO","student","Ngov Mony","male","CMS100907"
"suon.mony.12b@school.edu","$2a$10$K11htMMj1x/hNEBB.97A8OU6V7vMqAhkk3QDQXSuMCteWH25iS6qS","student","Suon Mony","female","CMS100908"
"prak.mony.12c@school.edu","$2a$10$5VcwVA1hAGLf78gYz.xldem/UYklXvBen4aCATQUUeDa22/zqWq16","student","Prak Mony","male","CMS100909"
"kim.mony.12d@school.edu","$2a$10$t1bcxivtci91k3Xs8bvUPeiwyQ2ihmNn4ES3FmFBH8nQNisaR57qm","student","Kim Mony","female","CMS100910"
"chhay.mony.12e@school.edu","$2a$10$e4h0keQKn6Z8Ihlwmig0FuzSMlB8fcuFgXEnj6E8fIj6qFrOnSmVq","student","Chhay Mony","male","CMS100911"
"nou.mony.12f@school.edu","$2a$10$ARGzEc8gm3EyJ8XHEQm.oetYV/nElu09GSn51VWpCLWGOukbsmzge","student","Nou Mony","female","CMS100912"
"heng.mony.12a@school.edu","$2a$10$4TOwO.HQUwt7dtEQFcXqYODRa7I0Dsxnih5cFondxP6rSlFNNdlmO","student","Heng Mony","male","CMS100913"
"pen.mony.12b@school.edu","$2a$10$KhyyCzv3vjnJ0ikZlyFY4uzFKTUFHyQ8bGVHz5dM49j6rQAznMKhW","student","Pen Mony","female","CMS100914"
"sam.mony.12c@school.edu","$2a$10$7r5GK/EcxRDjrxDphVr/fusN5cU.uWxiEE1iurLlhJRqte2npHBOO","student","Sam Mony","male","CMS100915"
"korng.mony.12d@school.edu","$2a$10$UmCe5BDacRGpfqM7KPtu9O/SQOyucqdzSdSS.SIvie3L2Ws2.4hVu","student","Korng Mony","female","CMS100916"
"ros.mony.12e@school.edu","$2a$10$jDFr.qKlEgwbzvpNUPDyFu8HbXH0aiXV6ezZ8CZkDWa8ZFXN0k2zS","student","Ros Mony","male","CMS100917"
"chin.mony.12f@school.edu","$2a$10$.5KVxtwh2A7wkYWveLanr.8zFt7xnKuk7P/uz7jv1ijCTvtTL2afi","student","Chin Mony","female","CMS100918"
"mao.mony.12a@school.edu","$2a$10$7Bjcb5y31RKbGG1bxbG4reJup/kVsiBYkodNH9EAwhVnHVgCQb3/C","student","Mao Mony","male","CMS100919"
"lay.mony.12b@school.edu","$2a$10$2YEmVyOwsqT.mo8.vGHF7.qEHujOv4zrJFwvVF2P3a6LO3GqfqBlG","student","Lay Mony","female","CMS100920"
"vannak.mony.12c@school.edu","$2a$10$TbIhiC.k9HEmlZLCwSP2YeOT6k16.UbXkE5i.hJOzg/fcaVF9B66O","student","Vannak Mony","male","CMS100921"
"sreypov.mony.12d@school.edu","$2a$10$2XdUAtdCJH77jv2LkCe5MOgWKJFfb.cgVE5wnMcMAfCrnrH1N5IhG","student","Sreypov Mony","female","CMS100922"
"rith.mony.12e@school.edu","$2a$10$/wlkk7S2PulbTxmqyi/W7e28a.70qhQRmFwevuquFGlWmSQMsmEj6","student","Rith Mony","male","CMS100923"
"borey.mony.12f@school.edu","$2a$10$OkoPmLNpHQ164BZd18UIpO/IG0bBhlela.Rz/wXn2lGupHut./BBO","student","Borey Mony","female","CMS100924"
"visal.mony.12a@school.edu","$2a$10$oQv97BSD9Yx2BNUFWzPrv.cOLPNYvML/Xq9rcdMqQ6/YPLW9ehcG6","student","Visal Mony","male","CMS100925"
"malis.mony.12b@school.edu","$2a$10$WMYO6XP6nlArG5kRO.Sp/ObyFbXwlLuqO1WD3YqrMo0ZNMEJvR7RS","student","Malis Mony","female","CMS100926"
"rattanak.mony.12c@school.edu","$2a$10$iHfimwrKFIJKtLlXhiGjbOOCpKiAgdwZX2NKIQnQkWMX1XEwCz.b6","student","Rattanak Mony","male","CMS100927"
"sothea.mony.12d@school.edu","$2a$10$63hjRL/QtopKPNCjLUNTleyXcMceqWIpmPNOLawWfGVBfgsCdlik6","student","Sothea Mony","female","CMS100928"
"sok.pisey.12e@school.edu","$2a$10$Nc5kLiuyRnLQHqlojKjtMe0wyPLi7DumjWuzOyXFlZgPEMn4oEnge","student","Sok Pisey","male","CMS100929"
"chan.pisey.12f@school.edu","$2a$10$NBz5PUWBIVdnMy2xt7x6Iu3ZuLpuvWPrMPjugpB0DYSCv1SDz1nzq","student","Chan Pisey","female","CMS100930"
"lim.pisey.12a@school.edu","$2a$10$pwQHewHu9wb3NY/tUxQr4uMr2Pc2VxMqUKtHyrf9uiWGIZcgXiGae","student","Lim Pisey","male","CMS100931"
"keo.pisey.12b@school.edu","$2a$10$wY3PkAvvO3exf.8EMYcrJerVzHyna3zKuIzDl823RkUPKPd.8uFta","student","Keo Pisey","female","CMS100932"
"phan.pisey.12c@school.edu","$2a$10$cf8Ca6Iy0f.xQvCUhnUnWur4Uwg.4y949X8CkYyWpOdNr2lQ2CG3u","student","Phan Pisey","male","CMS100933"
"meas.pisey.12d@school.edu","$2a$10$O9lbKQgh7C6T/pC/vf6YWOdn2lUvDBcxO.nTEv4nISEgrIqdX6AyS","student","Meas Pisey","female","CMS100934"
"ouk.pisey.12e@school.edu","$2a$10$lrQFLQ94OiD.mlrIX0EWW.XfvIp5nspyaQT10nTdD5IDMBjViLKz6","student","Ouk Pisey","male","CMS100935"
"chhim.pisey.12f@school.edu","$2a$10$ef.KM1B1kIspigAc/x/kq.g6WZMillishP1U0LvgOn5aqxkhUWye2","student","Chhim Pisey","female","CMS100936"
"yin.pisey.12a@school.edu","$2a$10$bdS7LxJ9t0SENJL1k50M7eyBsuJW6gsFibTzZS6oNwGqTdSgxsGSu","student","Yin Pisey","male","CMS100937"
"touch.pisey.12b@school.edu","$2a$10$rnLgryaMCUFTMsFnOBX7qON0xWNyU2WonHRrd9mcWx/f6e3Pcpsva","student","Touch Pisey","female","CMS100938"
"ngov.pisey.12c@school.edu","$2a$10$w1ZUE/uQeLruuvjxcRLHrupXc8fOrWwWRlWiQ269OHNTqvNuv5eCC","student","Ngov Pisey","male","CMS100939"
"suon.pisey.12d@school.edu","$2a$10$sdhweJ20fSCUO/V7jLafeOG/UibpszugUsJMNF3hO0CBvBZCGR/AS","student","Suon Pisey","female","CMS100940"
"prak.pisey.12e@school.edu","$2a$10$C5rZ1orqNP/IrE6R4bC8Ou6.R8vz0sRRfveE.4SHjBebirUZjwC.6","student","Prak Pisey","male","CMS100941"
"kim.pisey.12f@school.edu","$2a$10$wuVkrrYJKLDK1YsBB0LHoeVd2K44Ndw8oPp.Yio5Os2QIa3DZ.Cre","student","Kim Pisey","female","CMS100942"
"chhay.pisey.12a@school.edu","$2a$10$yrODxKYw0KIVA41vVxkNC.9gtAO1d7wzVzMq3/sxWIz.sZse1SYqS","student","Chhay Pisey","male","CMS100943"
"nou.pisey.12b@school.edu","$2a$10$KzofEjS6N2KoAS6EckQ8luYTFDGpKLIfgzPKQpENYybHRIcb2bukS","student","Nou Pisey","female","CMS100944"
"heng.pisey.12c@school.edu","$2a$10$f9OBO2dFxNoN5hKStgxS8.nlzxDCp1.6gc23W/GGZIit9RIgq7WmK","student","Heng Pisey","male","CMS100945"
"pen.pisey.12d@school.edu","$2a$10$ujw5R0W/XhnCvV47vKerk.VNZu6pzPaEhaE/zHVX4Lh6aPioLKYhy","student","Pen Pisey","female","CMS100946"
"sam.pisey.12e@school.edu","$2a$10$YPdxaH/VJhxxGPDjJLTso.5vAB8QBGinNCvaQoIG/eiKPXR/D3eCi","student","Sam Pisey","male","CMS100947"
"korng.pisey.12f@school.edu","$2a$10$3sINYih8vvvSc9EsEPF/E.L1CsG9XbSrK.7LB6xZzvfNghdo7w30i","student","Korng Pisey","female","CMS100948"
"ros.pisey.12a@school.edu","$2a$10$h5poyihtDogVr2J62We5d.tcUAF7mLA2IRnAYdUhB4emquQe5SjhO","student","Ros Pisey","male","CMS100949"
"chin.pisey.12b@school.edu","$2a$10$LpgynNQuSEkOpP.kurObNexOxYxBOmkHOykJkZG7SZWVz7xPb5eki","student","Chin Pisey","female","CMS100950"
"mao.pisey.12c@school.edu","$2a$10$lIDlXnyt71uno43nWyTj9.jKRx0pf013c5Jw92xsq8Id86zWrfKuu","student","Mao Pisey","male","CMS100951"
"lay.pisey.12d@school.edu","$2a$10$4sO7YMRKRUA9ioXxaU6jLORRGBwnExUJf/7HVAamLQYz/8MVO0Dky","student","Lay Pisey","female","CMS100952"
"vannak.pisey.12e@school.edu","$2a$10$jJ94ECBte.0bHtOKmHfzS.CD5N419H7LPbiWRYIhdB.H/AqBQhOPy","student","Vannak Pisey","male","CMS100953"
"sreypov.pisey.12f@school.edu","$2a$10$6N2ROu1AOB75ktVaKfrOQ.k7u.v45vJBIFtKEUvSDBTWpiY2KGTre","student","Sreypov Pisey","female","CMS100954"
"rith.pisey.12a@school.edu","$2a$10$gXKRdGfzPFFe3k10RskVWunvKUcgMllxx3wJOe0Z3orMV7yPdV0bO","student","Rith Pisey","male","CMS100955"
"borey.pisey.12b@school.edu","$2a$10$UKi1DDltbpYTWGbjE64gau3cu49qQcxPhIDX0gRkuu2yruyw9REJS","student","Borey Pisey","female","CMS100956"
"visal.pisey.12c@school.edu","$2a$10$DDOF0MrJtcw9dny4hV47jerj1/yPWu6JsNBVQrtlHABmmtZ4PV95q","student","Visal Pisey","male","CMS100957"
"malis.pisey.12d@school.edu","$2a$10$zjzSkUX0VYH6WHP27WL26O6FTID9N.Smz3FoXUBIh/8i/e3o6IMvu","student","Malis Pisey","female","CMS100958"
"rattanak.pisey.12e@school.edu","$2a$10$Pu7deSRaD9qvZOGXlcq/Xu54MkmOdCWrx/gzV9kYKdUKMoh2Y1/OS","student","Rattanak Pisey","male","CMS100959"
"sothea.pisey.12f@school.edu","$2a$10$eKDxFvetcjaiHE8QoOj1Rut3qy/w3biklL5xIq2Bl0TV1YEb4NSb6","student","Sothea Pisey","female","CMS100960"
"sok.ravy.12a@school.edu","$2a$10$OuvcN5YtNs4Ox7tmdof8xuXx8Qu0Luyp3rSDVuxD.7jrGDjRrjHt6","student","Sok Ravy","male","CMS100961"
"chan.ravy.12b@school.edu","$2a$10$cZvizrhOaJnUMBL3Ilq9POS9Iiq6H1woez9NpW0BuwUbF4sUQZWY2","student","Chan Ravy","female","CMS100962"
"lim.ravy.12c@school.edu","$2a$10$Ca5jvvzD.K3i.DvxPbq2G.H6RJgowwm.PRPa3Hg833oO.cRal3gSe","student","Lim Ravy","male","CMS100963"
"keo.ravy.12d@school.edu","$2a$10$zKxOvblEOcZY4vaLxBPtMOmvRI/uYNXIKO.rfypO1sJm3s6yqKbLy","student","Keo Ravy","female","CMS100964"
"phan.ravy.12e@school.edu","$2a$10$oYl9qVvKK/COYrIUpaMxG.5pTRJ0zEeM5j65qHLU9KWxDguo/qWIi","student","Phan Ravy","male","CMS100965"
"meas.ravy.12f@school.edu","$2a$10$S2KeUPU7sff5yyBuvu0WK.HnlT9s9RueNeuQcPIi17FLJ2lEiK6Vy","student","Meas Ravy","female","CMS100966"
"ouk.ravy.12a@school.edu","$2a$10$/y.7IswnxrvZ15tyROMIBevUeCZQwA2OifTjrAqUhLwrsSSanFNVe","student","Ouk Ravy","male","CMS100967"
"chhim.ravy.12b@school.edu","$2a$10$44x7418Ugk0zphW1JwoBMOg1DubEQkTBOSj76WC4pByEDLXGPFixG","student","Chhim Ravy","female","CMS100968"
"yin.ravy.12c@school.edu","$2a$10$8V7hDfVnYRynjSczitYqQO70ZnsmtHoiDaVdDZGyf.gPcP8nNfKYS","student","Yin Ravy","male","CMS100969"
"touch.ravy.12d@school.edu","$2a$10$nXQu/ZIoemsuEQLFKIqe0e3XdJaIqQgUx3fjhd4jZ18wDNC3MTzmG","student","Touch Ravy","female","CMS100970"
"ngov.ravy.12e@school.edu","$2a$10$cVUINu4ATHNZjPGvjBJmHOpxKA6Gs5rg2qI3irGbb4MoA6ZUQTUBK","student","Ngov Ravy","male","CMS100971"
"suon.ravy.12f@school.edu","$2a$10$2BrbXVxAe1wpR9a7NaRlfekrgZYkMG.6yZeraJD5dbFuI0Oud/O7.","student","Suon Ravy","female","CMS100972"
"prak.ravy.12a@school.edu","$2a$10$Upg/szIIgiFguCNG363C5uv0bzhF8iOVAIk9hA72/KEiBD1iw464a","student","Prak Ravy","male","CMS100973"
"kim.ravy.12b@school.edu","$2a$10$8szZYkuXkKnjNNypr0y6NuJnmGxlngJkSCuwwhEif2KPD25apfgMS","student","Kim Ravy","female","CMS100974"
"chhay.ravy.12c@school.edu","$2a$10$Z6isNpzZeJKeRpZX9zjHqObv1dkuiWPoK3o5J4B8rVbyaxI8o5prG","student","Chhay Ravy","male","CMS100975"
"nou.ravy.12d@school.edu","$2a$10$.R1coJa0JkvtBZ3LkDPlxuLYKDv3vqxOryDD9GSL6eQGyqLNvoDiu","student","Nou Ravy","female","CMS100976"
"heng.ravy.12e@school.edu","$2a$10$sjHmaEJ/J64k2SLChqH5q.jBHmGDrYptFgq4lcoDRqChF3hX6CViC","student","Heng Ravy","male","CMS100977"
"pen.ravy.12f@school.edu","$2a$10$XiY/Mf2Egk3WclHooI.OPO4LSU5s/BmtXFVn4R1sNG1A2SCjUlsbO","student","Pen Ravy","female","CMS100978"
"sam.ravy.12a@school.edu","$2a$10$RpU9Wdx5q8aLgzu5og0fq.2O7GIHKe6Wo9Ecrbhf5VHayum2s8CkS","student","Sam Ravy","male","CMS100979"
"korng.ravy.12b@school.edu","$2a$10$sXOg62jNcG8lKul2CwTV6uDGytY0MwmRirVjx90RowmLJin9PLbDa","student","Korng Ravy","female","CMS100980"
"ros.ravy.12c@school.edu","$2a$10$lzEHTJioTglkfQUTDZgt7eGUFC53iihtgRaFchjSAHYkH5NZ53DU6","student","Ros Ravy","male","CMS100981"
"chin.ravy.12d@school.edu","$2a$10$VDHYpAC1btzwTbGn5Oskz.fxYNDDMFjyhC9sR9Jn4vNPJuxs0Z/JO","student","Chin Ravy","female","CMS100982"
"mao.ravy.12e@school.edu","$2a$10$BU4bIdgG9ZWy2n/YbsEw8.79b.UPN3fx3LariTTKTNPVcO4PR1eki","student","Mao Ravy","male","CMS100983"
"lay.ravy.12f@school.edu","$2a$10$S19JzV0KtvzPOSjBoSN.Re/y7Zzks7oBBFcdv4WfTa1n/J//ND9c6","student","Lay Ravy","female","CMS100984"
"vannak.ravy.12a@school.edu","$2a$10$2kQKLjjhKKVLYggHDIGNe.vW5ciVfOtx2kCwLtAPA/e5UiHY1G/OC","student","Vannak Ravy","male","CMS100985"
"sreypov.ravy.12b@school.edu","$2a$10$cTxuOFHPRwd2oxOFpDX4/OIrGe4WEu0lyAw2w6pz5u4Sr45yuUbB6","student","Sreypov Ravy","female","CMS100986"
"rith.ravy.12c@school.edu","$2a$10$PNo7SfmQLIbzKh5Tg9AqmO.ClHyt8MVXPQaYBDXJY23T12lfeikRq","student","Rith Ravy","male","CMS100987"
"borey.ravy.12d@school.edu","$2a$10$2H3VcJ9Sf3j0sk.MQ7J06O3q5iK80V0kKtY0l3QGCNVCQ9vGJgR5e","student","Borey Ravy","female","CMS100988"
"visal.ravy.12e@school.edu","$2a$10$M5ulc980m6noZRExY0yx/.UBFZ3bldirgAsl5ghx7mTBbm0ISXQOa","student","Visal Ravy","male","CMS100989"
"malis.ravy.12f@school.edu","$2a$10$lORVuzDDMc/PVXji.Z6OBuzSJEej2sY4PaIc2or4joVBSPQD4Lz7W","student","Malis Ravy","female","CMS100990"
"rattanak.ravy.12a@school.edu","$2a$10$uQnGFtmDOd2nySuT7dIhqO9VnD3MzIz5uuNrY7yUeMTuFSFPge5lW","student","Rattanak Ravy","male","CMS100991"
"sothea.ravy.12b@school.edu","$2a$10$ayaqP36FfbLp3AvN16ZCZOb3dAP239WqXJ4glc3yifHFydZZyy9.u","student","Sothea Ravy","female","CMS100992"
"sok.veasna.12c@school.edu","$2a$10$yR7AsKBVYp.I871dy9oat.c2fIuvewENuUhEOGZfwQ.j1aT7.WzUK","student","Sok Veasna","male","CMS100993"
"chan.veasna.12d@school.edu","$2a$10$deCVYodBGfcmn5ZFioEPP.HW6fXUINdupojiwgeHmuVibecCJcQri","student","Chan Veasna","female","CMS100994"
"lim.veasna.12e@school.edu","$2a$10$87go8yrPW2GcZ3voQdUYPOSkro5yY9DyVv1yMf4JEW2484UtZavq2","student","Lim Veasna","male","CMS100995"
"keo.veasna.12f@school.edu","$2a$10$.Aq1a51BKZ5nIACFWOTfl.E5f63TPf0TmKJbEpinmDkOVBGZAbleK","student","Keo Veasna","female","CMS100996"
"phan.veasna.12a@school.edu","$2a$10$AfGRE1/P5IdDSywzGLn8w.VSgOL22/VTpZ5XiOGKObAsU7G2M.8.m","student","Phan Veasna","male","CMS100997"
"meas.veasna.12b@school.edu","$2a$10$uWsQfbk8jp94iGshG0CWauRjbOuOdxooBC0IbE/KP291k23zTDWeu","student","Meas Veasna","female","CMS100998"
"ouk.veasna.12c@school.edu","$2a$10$yGGR.eYzlmuy9WyB0y6O6OaHVoQ9qcx5WwJ6DCxDKTVN5JaUMyqOO","student","Ouk Veasna","male","CMS100999"
"chhim.veasna.12d@school.edu","$2a$10$QG8nVAbqC2ZLgXF46g3UVeXAkXdNEE/K87X1zYeNBq4xmvIOOeg/O","student","Chhim Veasna","female","CMS101000"
